biosample	assembly_accession	host	bioproject	infraspecific_name	assembly_level	genome_rep	ftp_path
SAMN08717660	GCA_003238525.1	Homo sapiens	PRJNA400143	strain=CM59	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/525/GCA_003238525.1_ASM323852v1
SAMN08717659	GCA_003239615.1	Homo sapiens	PRJNA400143	strain=CM58	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/615/GCA_003239615.1_ASM323961v1
SAMN08717658	GCA_003238555.1	Homo sapiens	PRJNA400143	strain=CM57	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/555/GCA_003238555.1_ASM323855v1
SAMN08717657	GCA_003238575.1	Homo sapiens	PRJNA400143	strain=CM56	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/575/GCA_003238575.1_ASM323857v1
SAMN08717656	GCA_003240055.1	Homo sapiens	PRJNA400143	strain=CM55	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/055/GCA_003240055.1_ASM324005v1
SAMN08717655	GCA_003239625.1	Homo sapiens	PRJNA400143	strain=CM54	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/625/GCA_003239625.1_ASM323962v1
SAMN08717654	GCA_003238595.1	Homo sapiens	PRJNA400143	strain=CM53	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/595/GCA_003238595.1_ASM323859v1
SAMN08717653	GCA_003240075.1	Homo sapiens	PRJNA400143	strain=CM52	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/075/GCA_003240075.1_ASM324007v1
SAMN08717652	GCA_003239655.1	Homo sapiens	PRJNA400143	strain=CM51	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/655/GCA_003239655.1_ASM323965v1
SAMN08717651	GCA_003239745.1	Homo sapiens	PRJNA400143	strain=CM50	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/745/GCA_003239745.1_ASM323974v1
SAMN08717650	GCA_003240095.1	Homo sapiens	PRJNA400143	strain=CM49	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/095/GCA_003240095.1_ASM324009v1
SAMN08717649	GCA_003238605.1	Homo sapiens	PRJNA400143	strain=CM48	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/605/GCA_003238605.1_ASM323860v1
SAMN08717648	GCA_003240105.1	Homo sapiens	PRJNA400143	strain=CM47	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/105/GCA_003240105.1_ASM324010v1
SAMN08717647	GCA_003240135.1	Homo sapiens	PRJNA400143	strain=CM46	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/135/GCA_003240135.1_ASM324013v1
SAMN08717646	GCA_003238635.1	Homo sapiens	PRJNA400143	strain=CM45	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/635/GCA_003238635.1_ASM323863v1
SAMN08717645	GCA_003238655.1	Homo sapiens	PRJNA400143	strain=CM44	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/655/GCA_003238655.1_ASM323865v1
SAMN08717644	GCA_003240145.1	Homo sapiens	PRJNA400143	strain=CM43	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/145/GCA_003240145.1_ASM324014v1
SAMN08717643	GCA_003240175.1	Homo sapiens	PRJNA400143	strain=CM42	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/175/GCA_003240175.1_ASM324017v1
SAMN08717642	GCA_003238675.1	Homo sapiens	PRJNA400143	strain=CM41	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/675/GCA_003238675.1_ASM323867v1
SAMN08717641	GCA_003238685.1	Homo sapiens	PRJNA400143	strain=CM40	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/685/GCA_003238685.1_ASM323868v1
SAMN08717640	GCA_003238695.1	Homo sapiens	PRJNA400143	strain=CM39	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/695/GCA_003238695.1_ASM323869v1
SAMN08717639	GCA_003240185.1	Homo sapiens	PRJNA400143	strain=CM38	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/185/GCA_003240185.1_ASM324018v1
SAMN08717638	GCA_003238735.1	Homo sapiens	PRJNA400143	strain=CM37	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/735/GCA_003238735.1_ASM323873v1
SAMN08717637	GCA_003238755.1	Homo sapiens	PRJNA400143	strain=CM36	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/755/GCA_003238755.1_ASM323875v1
SAMN08717636	GCA_003240215.1	Homo sapiens	PRJNA400143	strain=CM35	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/215/GCA_003240215.1_ASM324021v1
SAMN08717635	GCA_003238765.1	Homo sapiens	PRJNA400143	strain=CM34	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/765/GCA_003238765.1_ASM323876v1
SAMN08717634	GCA_003240235.1	Homo sapiens	PRJNA400143	strain=CM33	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/235/GCA_003240235.1_ASM324023v1
SAMN08717633	GCA_003239675.1	Homo sapiens	PRJNA400143	strain=CM32	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/675/GCA_003239675.1_ASM323967v1
SAMN08717632	GCA_003238775.1	Homo sapiens	PRJNA400143	strain=CM31	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/775/GCA_003238775.1_ASM323877v1
SAMN08717631	GCA_003239685.1	Homo sapiens	PRJNA400143	strain=CM30	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/685/GCA_003239685.1_ASM323968v1
SAMN08717630	GCA_003239715.1	Homo sapiens	PRJNA400143	strain=CM29	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/715/GCA_003239715.1_ASM323971v1
SAMN08717629	GCA_003240245.1	Homo sapiens	PRJNA400143	strain=CM28	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/245/GCA_003240245.1_ASM324024v1
SAMN08717628	GCA_003240255.1	Homo sapiens	PRJNA400143	strain=CM27	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/255/GCA_003240255.1_ASM324025v1
SAMN08717627	GCA_003238805.1	Homo sapiens	PRJNA400143	strain=CM26	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/805/GCA_003238805.1_ASM323880v1
SAMN08717626	GCA_003238835.1	Homo sapiens	PRJNA400143	strain=CM25	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/835/GCA_003238835.1_ASM323883v1
SAMN08717625	GCA_003238845.1	Homo sapiens	PRJNA400143	strain=CM24	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/845/GCA_003238845.1_ASM323884v1
SAMN08717624	GCA_003238875.1	Homo sapiens	PRJNA400143	strain=CM23	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/875/GCA_003238875.1_ASM323887v1
SAMN08717623	GCA_003238885.1	Homo sapiens	PRJNA400143	strain=CM22	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/885/GCA_003238885.1_ASM323888v1
SAMN08717622	GCA_003238915.1	Homo sapiens	PRJNA400143	strain=CM21	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/915/GCA_003238915.1_ASM323891v1
SAMN08717621	GCA_003238925.1	Homo sapiens	PRJNA400143	strain=CM20	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/925/GCA_003238925.1_ASM323892v1
SAMN08717620	GCA_003239735.1	Homo sapiens	PRJNA400143	strain=CM19	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/735/GCA_003239735.1_ASM323973v1
SAMN08717619	GCA_003240295.1	Homo sapiens	PRJNA400143	strain=CM18	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/295/GCA_003240295.1_ASM324029v1
SAMN08717618	GCA_003240325.1	Homo sapiens	PRJNA400143	strain=CM17	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/325/GCA_003240325.1_ASM324032v1
SAMN08717617	GCA_003240315.1	Homo sapiens	PRJNA400143	strain=CM16	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/315/GCA_003240315.1_ASM324031v1
SAMN08717616	GCA_003240345.1	Homo sapiens	PRJNA400143	strain=CM15	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/345/GCA_003240345.1_ASM324034v1
SAMN08717615	GCA_003239755.1	Homo sapiens	PRJNA400143	strain=CM14	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/755/GCA_003239755.1_ASM323975v1
SAMN08717614	GCA_003238955.1	Homo sapiens	PRJNA400143	strain=CM13	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/955/GCA_003238955.1_ASM323895v1
SAMN08717613	GCA_003240375.1	Homo sapiens	PRJNA400143	strain=CM12	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/375/GCA_003240375.1_ASM324037v1
SAMN08717612	GCA_003239835.1	Homo sapiens	PRJNA400143	strain=CM11	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/835/GCA_003239835.1_ASM323983v1
SAMN08717611	GCA_003239795.1	Homo sapiens	PRJNA400143	strain=CM10	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/795/GCA_003239795.1_ASM323979v1
SAMN08717610	GCA_003238965.1	Homo sapiens	PRJNA400143	strain=CM9	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/965/GCA_003238965.1_ASM323896v1
SAMN08717609	GCA_003238995.1	Homo sapiens	PRJNA400143	strain=CM8	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/238/995/GCA_003238995.1_ASM323899v1
SAMN08717608	GCA_003239015.1	Homo sapiens	PRJNA400143	strain=CM7	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/015/GCA_003239015.1_ASM323901v1
SAMN08717607	GCA_003239025.1	Homo sapiens	PRJNA400143	strain=CM6	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/025/GCA_003239025.1_ASM323902v1
SAMN08717606	GCA_003239055.1	Homo sapiens	PRJNA400143	strain=CM5	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/055/GCA_003239055.1_ASM323905v1
SAMN08717605	GCA_003239845.1	Homo sapiens	PRJNA400143	strain=CM4	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/845/GCA_003239845.1_ASM323984v1
SAMN08717604	GCA_003240395.1	Homo sapiens	PRJNA400143	strain=CM3	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/240/395/GCA_003240395.1_ASM324039v1
SAMN08717603	GCA_003239075.1	Homo sapiens	PRJNA400143	strain=CM2	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/075/GCA_003239075.1_ASM323907v1
SAMN08717602	GCA_003239095.1	Homo sapiens	PRJNA400143	strain=CM1	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/239/095/GCA_003239095.1_ASM323909v1
SAMN10059065	GCA_003627835.1	sheep	PRJNA490784	strain=O326	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/835/GCA_003627835.1_ASM362783v1
SAMN10040537	GCA_003955945.1	sheep	PRJNA490564	strain=O267	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/955/945/GCA_003955945.1_ASM395594v1
SAMN09862512	GCA_003571175.1	Homo sapiens	PRJNA486096	strain=STV600L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/175/GCA_003571175.1_ASM357117v1
SAMN09862511	GCA_003571225.1	Homo sapiens	PRJNA486096	strain=STV658L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/225/GCA_003571225.1_ASM357122v1
SAMN09862510	GCA_003571265.1	Homo sapiens	PRJNA486096	strain=STV563L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/265/GCA_003571265.1_ASM357126v1
SAMN09862509	GCA_003571245.1	Homo sapiens	PRJNA486096	strain=STV209L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/245/GCA_003571245.1_ASM357124v1
SAMN09862508	GCA_003571275.1	Homo sapiens	PRJNA486096	strain=STV101L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/275/GCA_003571275.1_ASM357127v1
SAMN09862507	GCA_003571305.1	Homo sapiens	PRJNA486096	strain=STV073L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/305/GCA_003571305.1_ASM357130v1
SAMN09862506	GCA_003571315.1	Homo sapiens	PRJNA486096	strain=STV915L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/315/GCA_003571315.1_ASM357131v1
SAMN09862505	GCA_003571335.1	Homo sapiens	PRJNA486096	strain=STV262L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/335/GCA_003571335.1_ASM357133v1
SAMN09862504	GCA_003571195.1	Homo sapiens	PRJNA486096	strain=STV232L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/195/GCA_003571195.1_ASM357119v1
SAMN09862503	GCA_003571365.1	Homo sapiens	PRJNA486096	strain=STV108L	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/365/GCA_003571365.1_ASM357136v1
SAMN09989506	GCA_003581515.1	Homo sapiens	PRJNA489800	strain=SAV987	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/581/515/GCA_003581515.1_ASM358151v1
SAMN08456662	GCA_003017735.1	Homo sapiens	PRJNA431177	strain=1014-2602-2015	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/735/GCA_003017735.1_ASM301773v1
SAMN08456651	GCA_003017755.1	Homo sapiens	PRJNA431177	strain=0908-2002-2015	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/755/GCA_003017755.1_ASM301775v1
SAMN08456648	GCA_002925615.1	Homo sapiens	PRJNA431177	strain=0345-2701-2015	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/615/GCA_002925615.1_ASM292561v1
SAMN08456633	GCA_003017835.1	Homo sapiens	PRJNA431177	strain=0257-2201-2015	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/835/GCA_003017835.1_ASM301783v1
SAMN08456629	GCA_002925605.1	Homo sapiens	PRJNA431177	strain=0780-1302-2015	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/605/GCA_002925605.1_ASM292560v1
SAMN09832177	GCA_003546055.1	Homo sapiens	PRJNA485972	strain=CIP 108540	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/055/GCA_003546055.1_ASM354605v1
SAMN09935548	GCA_003605295.1	Homo sapiens	PRJNA487708	strain=Sau-3805Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/295/GCA_003605295.1_ASM360529v1
SAMN09935547	GCA_003605255.1	Homo sapiens	PRJNA487708	strain=Sau-3535Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/255/GCA_003605255.1_ASM360525v1
SAMN09935546	GCA_003605215.1	Homo sapiens	PRJNA487708	strain=Sau-3323Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/215/GCA_003605215.1_ASM360521v1
SAMN09935545	GCA_003605235.1	Homo sapiens	PRJNA487708	strain=Sau-3298Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/235/GCA_003605235.1_ASM360523v1
SAMN09935544	GCA_003605315.1	Homo sapiens	PRJNA487708	strain=Sau-3221Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/315/GCA_003605315.1_ASM360531v1
SAMN09935543	GCA_003605345.1	Homo sapiens	PRJNA487708	strain=Sau-2933Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/345/GCA_003605345.1_ASM360534v1
SAMN09935542	GCA_003605275.1	Homo sapiens	PRJNA487708	strain=Sau-3893Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/275/GCA_003605275.1_ASM360527v1
SAMN09935541	GCA_003605265.1	Homo sapiens	PRJNA487708	strain=Sau-2716Lar	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/265/GCA_003605265.1_ASM360526v1
SAMN07313986	GCA_003589655.1	Homo sapiens	PRJNA393041	strain=P1209	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/655/GCA_003589655.1_ASM358965v1
SAMN07313985	GCA_003589705.1	Homo sapiens	PRJNA393041	strain=P1108	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/705/GCA_003589705.1_ASM358970v1
SAMN07313984	GCA_003589645.1	Homo sapiens	PRJNA393041	strain=E987	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/645/GCA_003589645.1_ASM358964v1
SAMN09930408	GCA_003717315.1	laboratory mouse	PRJNA488332	strain=JSNZ	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/315/GCA_003717315.1_ASM371731v1
SAMN09930407	GCA_003717375.1	field vole	PRJNA488332	strain=muCC88d	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/375/GCA_003717375.1_ASM371737v1
SAMN09930406	GCA_003717415.1	blank vole	PRJNA488332	strain=DIP	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/415/GCA_003717415.1_ASM371741v1
SAMN09930405	GCA_003717335.1	field vole	PRJNA488332	strain=muCC8c	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/717/335/GCA_003717335.1_ASM371733v1
SAMN09724879	GCA_003353135.1	sheep	PRJNA483045	strain=MI18-33	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/135/GCA_003353135.1_ASM335313v1
SAMN09724878	GCA_003353145.1	sheep	PRJNA483045	strain=MI18-34	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/145/GCA_003353145.1_ASM335314v1
SAMN09724876	GCA_003353265.1	sheep	PRJNA483045	strain=MI18-935	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/265/GCA_003353265.1_ASM335326v1
SAMN09724873	GCA_003353235.1	sheep	PRJNA483045	strain=MI18-1974	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/235/GCA_003353235.1_ASM335323v1
SAMN09906500	GCA_003432345.1	swine	PRJNA487590	strain=NX-T55	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/432/345/GCA_003432345.1_ASM343234v1
SAMN09906394	GCA_003432365.1	Swine	PRJNA487590	strain=QD-CD9	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/432/365/GCA_003432365.1_ASM343236v1
SAMN08997835	GCA_003426145.1	Homo sapiens	PRJNA393749	strain=MOZ66	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/145/GCA_003426145.1_ASM342614v1
SAMN08997834	GCA_003425915.1	Homo sapiens	PRJNA393749	strain=64	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/915/GCA_003425915.1_ASM342591v1
SAMN08997833	GCA_003425545.1	Homo sapiens	PRJNA393749	strain=199	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/545/GCA_003425545.1_ASM342554v1
SAMN08997832	GCA_003425835.1	Homo sapiens	PRJNA393749	strain=28	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/835/GCA_003425835.1_ASM342583v1
SAMN08997831	GCA_003425885.1	Homo sapiens	PRJNA393749	strain=82	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/885/GCA_003425885.1_ASM342588v1
SAMN09882580	GCA_008330585.1	Homo sapiens	PRJNA278886	strain=CFSAN082783	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/330/585/GCA_008330585.1_ASM833058v1
SAMN09882579	GCA_008329885.1	Homo sapiens	PRJNA278886	strain=CFSAN082781	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/329/885/GCA_008329885.1_ASM832988v1
SAMN09882578	GCA_008329865.1	Homo sapiens	PRJNA278886	strain=CFSAN082782	Complete Genome	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/329/865/GCA_008329865.1_ASM832986v1
SAMD00119008	GCA_003425425.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/425/GCA_003425425.1_ASM342542v1
SAMD00119007	GCA_003425405.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/405/GCA_003425405.1_ASM342540v1
SAMD00119006	GCA_003425385.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/385/GCA_003425385.1_ASM342538v1
SAMD00119005	GCA_003425365.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/365/GCA_003425365.1_ASM342536v1
SAMD00119004	GCA_003425345.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/345/GCA_003425345.1_ASM342534v1
SAMD00119003	GCA_003425325.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/325/GCA_003425325.1_ASM342532v1
SAMD00119002	GCA_003425305.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/305/GCA_003425305.1_ASM342530v1
SAMD00119001	GCA_003425285.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/285/GCA_003425285.1_ASM342528v1
SAMD00119000	GCA_003425265.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/265/GCA_003425265.1_ASM342526v1
SAMD00118999	GCA_003425245.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/245/GCA_003425245.1_ASM342524v1
SAMD00118998	GCA_003425225.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/225/GCA_003425225.1_ASM342522v1
SAMD00118997	GCA_003425205.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/205/GCA_003425205.1_ASM342520v1
SAMD00118996	GCA_003425185.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/185/GCA_003425185.1_ASM342518v1
SAMD00118995	GCA_003425165.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/165/GCA_003425165.1_ASM342516v1
SAMD00118994	GCA_003425145.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/145/GCA_003425145.1_ASM342514v1
SAMD00118993	GCA_003425125.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/125/GCA_003425125.1_ASM342512v1
SAMD00118992	GCA_003425105.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/105/GCA_003425105.1_ASM342510v1
SAMD00118991	GCA_003425085.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/085/GCA_003425085.1_ASM342508v1
SAMD00118990	GCA_003425065.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/065/GCA_003425065.1_ASM342506v1
SAMD00118989	GCA_003425045.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/045/GCA_003425045.1_ASM342504v1
SAMD00118988	GCA_003425025.1	Homo sapiens	PRJDB5246		Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/025/GCA_003425025.1_ASM342502v1
SAMD00118987	GCA_003425005.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/425/005/GCA_003425005.1_ASM342500v1
SAMD00118986	GCA_003424985.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/424/985/GCA_003424985.1_ASM342498v1
SAMD00118985	GCA_003424965.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/424/965/GCA_003424965.1_ASM342496v1
SAMD00118984	GCA_003424945.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/424/945/GCA_003424945.1_ASM342494v1
SAMD00118983	GCA_003424925.1	Homo sapiens	PRJDB5246		Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/424/925/GCA_003424925.1_ASM342492v1
